canonical_key,match_value,display_term,enriched_description,category,potential
chu-hou-wagyu-wellington,柱侯和牛威靈頓,柱侯和牛威靈頓,"HK fusion dish combining Cantonese chu hou sauce with wagyu beef wellington, a creative fine dining crossover",fnb,high
milk-tea-crepe-souffle,茶走可麗餅疏乎厘,茶走可麗餅疏乎厘,HK dessert fusion combining milk tea (茶走) with French crepe and soufflé pancake,fnb,high
black-white-parfait,黑白芭菲,黑白芭菲,"Japanese-style black and white parfait dessert with sesame cream, tofu ice cream and wafer, a trendy HK Japanese dessert",fnb,high
black-sesame-brownie,黑芝麻忌廉布朗尼,黑芝麻忌廉布朗尼,"Brownie infused with black sesame and cream, a popular HK bakery and cafe fusion dessert",fnb,high
soy-milk-grass-jelly,豆漿涼粉,豆漿涼粉,"HK-style dessert of grass jelly served in sweet soy milk, a refreshing summer dessert",fnb,high
french-food,香港法國菜,法國菜,"French cuisine, from casual bistro fare to haute cuisine, well-represented in HK's dining scene",fnb,low
solo-dining,一人火鍋,一人食,"Dining alone concept (一人食) with individual portions and counter seating, a growing HK trend driven by urban lifestyles and solo diner-friendly restaurant designs",fnb,low
hotpot,日式火鍋,火鍋,"Hot pot dining format where diners cook raw ingredients in simmering broth at the table, a HK staple",fnb,high
hotpot,火鍋定食,火鍋,"Hot pot dining format where diners cook raw ingredients in simmering broth at the table, a HK staple",fnb,high
hand-shaken-drinks,手搖茶,手搖飲品,"Hand-shaken beverage category (手搖飲品) including bubble tea, fruit teas, and specialty drinks, dominated by Taiwanese-inspired chains in HK",fnb,low
sad-sour-spicy-noodles,傷心酸辣粉,傷心酸辣粉,"Popular HK chain restaurant specializing in Sichuan-style spicy and sour glass noodles (酸辣粉), a HK spicy food institution",poi,medium
cake,巴斯克芝士蛋糕,蛋糕,Broad cake category in HK from traditional Chinese sponge cakes to premium Western-style celebration cakes from artisanal bakeries,fnb,high
truffle-acorn-pasta,黑松露橡果麵,黑松露橡果麵,"Premium pasta dish with black truffle and acorn-fed pork, a trending HK Italian restaurant dish",fnb,high
ginseng-sorbet,人參雪葩,人參雪葩,"Korean-influenced ginseng-flavored sorbet, a creative palate cleanser in HK fine dining",fnb,high
hk-fine-dining,finediningexperience,香港高級餐廳,"Upscale dining experiences in HK featuring tasting menus, premium ingredients, and refined service",fnb,low
iberico-char-siu,黑毛豬叉燒,黑毛豬叉燒,"Premium char siu made with Spanish Iberico pork, a trending elevated version of HK's iconic roast meat",fnb,high
stuffed-snow-crab-claw,百花釀松葉蟹鉗,百花釀松葉蟹鉗,"Cantonese banquet dish of snow crab claw stuffed with shrimp paste and deep-fried, a classic HK Chinese restaurant delicacy",fnb,high
coq-au-vin,法式燉雞,法式燉雞,"Classic French braised chicken in red wine (Coq au Vin), served in HK French bistros and fine dining",fnb,high
spicy-white-wine-clams,香辣白酒蛤蜊,香辣白酒蛤蜊,"Clams steamed in spicy white wine sauce, a popular HK Western and fusion restaurant appetizer",fnb,high
foie-gras-toast,肝醬多士,鴨肝多士,"Luxury appetizer of pan-seared foie gras on toasted bread, common in HK French and fusion fine dining restaurants",fnb,high
cream-risotto,奶油燉飯,奶油燉飯,"Creamy Italian-style risotto, a popular main dish in HK Western and Italian restaurants",fnb,high
babette-hk,Babette,Babette,Intimate French bistro in HK known for classic French dishes and cozy atmosphere,poi,medium
french-food,法式料理,法國菜,"French cuisine, from casual bistro fare to haute cuisine, well-represented in HK's dining scene",fnb,low
bar-restaurant,餐酒館,酒吧餐廳,"Hybrid bar and restaurant concept serving food alongside alcoholic beverages, common HK nightlife format",fnb,low
seafood,蛤蜊,海鮮,"Broad seafood category central to HK cuisine, from live seafood restaurants in Sai Kung to street-level fish ball stalls",fnb,high
foie-gras-toast,肝醬,鴨肝多士,"Luxury appetizer of pan-seared foie gras on toasted bread, common in HK French and fusion fine dining restaurants",fnb,high
french-food,frenchcuisine,法國菜,"French cuisine, from casual bistro fare to haute cuisine, well-represented in HK's dining scene",fnb,low
sushiro,壽司郎,壽司郎,"Major Japanese conveyor belt sushi chain (Sushiro/壽司郎) with extensive HK presence, one of the most popular sushi chains",poi,medium
noodles,烏冬,麵食,"Broad category of noodle dishes spanning Chinese, Japanese, and Southeast Asian styles popular in HK",fnb,high
shrimp-avocado-roll,炸蝦牛油果卷,炸蝦牛油果卷,"Sushi roll with crispy fried shrimp and avocado, a popular HK Japanese restaurant fusion roll",fnb,high
salmon,三文魚刺身,三文魚,"Atlantic and Norwegian salmon (三文魚), the most popular raw fish in HK sushi restaurants and a common Western restaurant protein",fnb,high
aka-ebi-sashimi,赤蝦刺身,赤蝦刺身,"Raw red shrimp sashimi (赤蝦), a premium Japanese seafood item in HK sushi and omakase restaurants",fnb,high
afternoon-tea,日式下午茶,下午茶,"British-style afternoon tea service with finger sandwiches, scones, and pastries, popular HK hotel and cafe offering",fnb,low
seafood-tostada,海鮮脆餅,海鮮脆餅,"Crispy seafood tostada with raw fish and mango salsa, a trending HK fusion restaurant appetizer",fnb,high
hamachi-sashimi,油甘魚刺身,油甘魚刺身,"Raw yellowtail (hamachi/油甘魚) sashimi, a popular premium fish in HK Japanese restaurants",fnb,high
mexican-food,taco,墨西哥菜,"Mexican cuisine including tacos, burritos, and quesadillas, a growing food trend in HK's dining scene",fnb,low
cocktails,cocktail,Cocktail,"Mixed alcoholic drinks, a thriving scene in HK's bar and restaurant culture from speakeasies to rooftop bars",fnb,low
house-of-culture-hk,houseofculturehk,House of Culture,Trendy HK fusion restaurant and cocktail bar in Sai Ying Pun known for multi-course chaos menu,poi,medium
shanghainese-cuisine,Shanghainese,上海菜,"Shanghai-region cuisine featuring xiaolongbao, braised pork belly, and pan-fried buns, well-established in HK",fnb,low
milk-tea-condensed-milk,茶走,茶走,"HK-style milk tea made with condensed milk instead of evaporated milk (茶走), a cha chaan teng classic variation",fnb,high
white-peach-oolong,白桃烏龍,白桃烏龍,"White peach flavored oolong tea, a popular HK bubble tea and specialty tea shop drink",fnb,high
durian,榴槤芝士蛋糕,榴槤,"Pungent tropical fruit beloved across Southeast Asia, a polarizing but hugely popular dessert ingredient in HK from durian mochi to ice cream",fnb,high
cake,芝士蛋糕,蛋糕,Broad cake category in HK from traditional Chinese sponge cakes to premium Western-style celebration cakes from artisanal bakeries,fnb,high
german-pork-knuckle,德國鹹豬手,德國鹹豬手,"German-style roasted pork knuckle with crispy skin (Schweinshaxe), a popular dish in HK German restaurants and beer halls",fnb,high
squid-ink-seafood-pasta,墨汁海鮮意大利麵,墨汁海鮮意大利麵,"Italian pasta with squid ink and mixed seafood, a popular dish in HK Italian and fusion restaurants",fnb,high
lobster-sauce-seafood-pasta,龍蝦汁海鮮意粉,龍蝦汁海鮮意粉,"Pasta in rich lobster bisque-style sauce with seafood, a premium HK Western restaurant dish",fnb,high
beer,啤酒,啤酒,"Beer, a ubiquitous beverage in HK from local craft breweries to international brands and pub culture",fnb,low
golden-fortress-restaurant,金壘餐廳,金壘餐廳,Long-established HK restaurant in Yuen Long Pat Heung known for German pork knuckle and pet-friendly outdoor dining,poi,medium
pasta,卡邦尼煙肉雜菌意粉,意粉,"Italian-style noodles in various shapes and sauces, one of the most common Western food categories in HK from casual to fine dining",fnb,high
pasta,煙三文魚忌廉蕃茄醬扁意粉,意粉,"Italian-style noodles in various shapes and sauces, one of the most common Western food categories in HK from casual to fine dining",fnb,high
honey-chicken-wings,蜜糖雞翼,蜜糖雞翼,"Honey-glazed chicken wings, a popular HK cafe and cha chaan teng side dish and snack",fnb,high
torched-pistachio-mochi,開心果麻糬提拉米蘇,炙燒開心果麻糬,"Blowtorch-caramelized mochi with pistachio flavor (炙燒開心果麻糬), a trending HK dessert innovation combining Japanese and Middle Eastern flavors",fnb,high
sweet-sour-pork,水蜜桃咕嚕肉,咕嚕肉,"Cantonese classic of deep-fried pork in tangy sweet and sour sauce (咕嚕肉), one of the most iconic HK Chinese dishes",fnb,high
drunken-pork-knuckle,花雕醉豬手,花雕醉豬手,"Chinese cold appetizer of pork knuckle marinated in huadiao wine, a classic HK banquet and restaurant dish",fnb,high
seafood,白灼海蝦,海鮮,"Broad seafood category central to HK cuisine, from live seafood restaurants in Sai Kung to street-level fish ball stalls",fnb,high
roast-pigeon,紅燒BB鴿,乳鴿,"Cantonese roasted whole young pigeon (乳鴿) with crispy skin and tender meat, a signature HK restaurant dish especially in Shatin and New Territories",fnb,high
sweet-sour-pork,菠蘿咕嚕肉,咕嚕肉,"Cantonese classic of deep-fried pork in tangy sweet and sour sauce (咕嚕肉), one of the most iconic HK Chinese dishes",fnb,high
avocado-crab-salad,牛油果蟹肉沙律,牛油果蟹肉沙律,"Salad with avocado and crab meat, a popular HK Western and hotel restaurant starter",fnb,high
american-grill,燒澳洲肉眼扒,American Grill,"American-style grilled food concept featuring steaks, burgers, and barbecue, popular in HK's Western dining scene",fnb,low
cheese-baked-oysters,芝士焗生蠔,芝士焗生蠔,"Oysters baked with cheese topping, a popular HK Western and buffet restaurant dish",fnb,high
lobster-bisque,龍蝦濃湯,龍蝦濃湯,"Rich French-style lobster bisque soup, a classic starter in HK fine dining and hotel restaurants",fnb,high
wagyu-tartare,和牛他他,和牛他他,"Raw minced wagyu beef tartare, a premium appetizer in HK fine dining and Japanese-fusion restaurants",fnb,high
japanese-grilled-scallop,和風燒帶子,和風燒帶子,"Japanese-style grilled scallops, a popular HK izakaya and all-day breakfast cafe dish",fnb,high
sauteed-mushrooms,炒雜菌,炒雜菌,"Sautéed mixed mushrooms, a common side dish in HK Western and fusion restaurants",fnb,low
bacon,煙肉,煙肉,"Cured and smoked pork belly (bacon), a staple ingredient in HK Western breakfast, burgers and pasta dishes",fnb,low
creamy-scrambled-eggs,牛乳炒蛋,牛乳炒蛋,"HK-style creamy scrambled eggs made with milk, a signature cha chaan teng and cafe breakfast item",fnb,high
toast,吐司,吐司,"Toasted bread (toast), a staple HK breakfast and tea-time item from thick Hong Kong-style toast to Western-style",fnb,low
specialty-coffee,炭燒咖啡,精品咖啡,"High-quality artisanal coffee culture, including pour-over, single-origin beans, and third-wave coffee shops",fnb,high
wonton-noodles,雲吞湯麵,雲吞麵,"Quintessential HK noodle soup (雲吞麵) with shrimp wontons, springy egg noodles, and clear broth, a defining dish of Cantonese comfort food",fnb,high
hk-curry,咖喱雞,香港咖喱,"HK-style curry blending Cantonese and Southeast Asian influences, found in cha chaan teng curry beef brisket and fish ball dishes",fnb,high
beef-chuck-flap,牛板腱,牛板腱,"Beef chuck flap/top blade cut, a popular yakiniku and hotpot meat cut in HK Japanese BBQ restaurants",fnb,high
beef-short-plate,牛五花,牛五花,"Beef short plate/brisket cut with rich marbling, a staple yakiniku meat in HK Japanese BBQ restaurants",fnb,high
yakiniku-like,YAKINIKULIKE,燒肉LIKE,"Popular Japanese solo-dining yakiniku chain (燒肉LIKE) with multiple HK locations, known for individual grill tables",poi,medium
slow-cook-wagyu,澳洲和牛肩三角,慢煮和牛,"Slow-cooked wagyu beef, a premium Japanese beef preparation method trending in HK fine dining",fnb,high
iced-pear,水冷雪梨,水冷雪梨,"Korean-style chilled whole pear dessert/palate cleanser, served in HK Korean restaurants",fnb,high
stuffed-fried-pepper,炸釀青椒,炸釀青椒,"Korean-style deep-fried stuffed green peppers with beef filling, a popular HK Korean restaurant appetizer",fnb,high
spicy-mixed-sashimi,辣拌綜合魚生,辣拌綜合魚生,"Korean-style spicy mixed raw fish salad (hoe-deopbap style), a trending HK Korean-fusion dish",fnb,high
korean-bbq,泡菜五花肉,韓燒,"Korean barbecue dining format where diners grill marinated meats at tabletop grills, hugely popular in HK",fnb,high
korean-egg-battered-shrimp,韓式蛋包煎蝦,韓式蛋包煎蝦,"Korean-style pan-fried shrimp coated in egg batter, a popular HK Korean restaurant dish",fnb,high
foie-gras-stone-pot-rice,鵝肝石頭鍋飯,鵝肝石頭鍋飯,"Korean stone pot rice (dolsot bibimbap) topped with pan-seared foie gras, a luxury HK Korean-fusion dish",fnb,high
strawberry-makgeolli-slush,士多啤梨沙冰生米酒,士多啤梨沙冰生米酒,"Korean strawberry slush cocktail with makgeolli (raw rice wine), a trending HK Korean restaurant drink",fnb,high
seafood,帶子,海鮮,"Broad seafood category central to HK cuisine, from live seafood restaurants in Sai Kung to street-level fish ball stalls",fnb,high
goksu-korean,Goksu,Goksu 曲水,Korean restaurant (Goksu/曲水) in MegaBox Kowloon Bay with outdoor pet-friendly dining and extensive Korean menu,poi,medium
noodles,木魚湯烏冬,麵食,"Broad category of noodle dishes spanning Chinese, Japanese, and Southeast Asian styles popular in HK",fnb,high
herb-pumpkin,香草南瓜,香草南瓜,"Herb-roasted or seasoned pumpkin, a popular HK cafe and Western restaurant side dish",fnb,low
japanese-stir-fried-vegetables,日式炒野菜,日式炒野菜,"Japanese-style stir-fried seasonal vegetables, a common side dish in HK Japanese restaurants and teishoku sets",fnb,low
lemon-tea-yuzu-wings,檸檬茶柚子雞翼,檸檬茶柚子雞翼,"Chicken wings marinated in lemon tea and yuzu, a creative HK cafe fusion dish blending cha chaan teng flavors",fnb,high
miso-halibut,味噌比目魚,味噌比目魚,"Halibut or flounder marinated in miso and grilled, a classic Japanese dish popular in HK izakayas and Japanese restaurants",fnb,high
hand-shaken-drinks,白桃芒果冰茶,手搖飲品,"Hand-shaken beverage category (手搖飲品) including bubble tea, fruit teas, and specialty drinks, dominated by Taiwanese-inspired chains in HK",fnb,low
hk-buffet,早午餐,放題,"All-you-can-eat buffet dining format (放題) hugely popular in HK, ranging from Japanese to hotpot to international spreads",fnb,low
baked-chicken-leg,雞腿焗烤,焗烤雞腿,"Oven-baked or gratin chicken leg, a popular HK cafe and Western restaurant brunch item",fnb,high
scones,司康,司康,"British-style baked scone, a staple item in HK afternoon tea sets and cafes, served with clotted cream and jam",fnb,high
ice-cream,冰淇淋,雪糕,"Frozen dessert category spanning soft serve, gelato, and novelty ice cream, a year-round HK treat with many local and international brands",fnb,high
blueberry-jam,藍莓醬,藍莓醬,"Blueberry jam or compote, a common condiment in HK cafes, bakeries and dessert shops",fnb,low
strawberry-napoleon-cake,士多啤梨拿破崙蛋糕,士多啤梨拿破崙蛋糕,"HK-style strawberry mille-feuille (napoleon) cake with layers of puff pastry, custard and fresh strawberries, a popular celebration cake",fnb,high
custard-sauce,吉士醬,吉士醬,"Pastry cream/custard sauce (吉士醬), a fundamental ingredient in HK bakery items, desserts and egg tarts",fnb,low
puff-pastry,酥皮,酥皮,"Laminated puff pastry (酥皮), a key component of HK bakery items from egg tarts to BBQ pork pastries",fnb,low
chateraise,Chateraise,Chateraise,"Popular Japanese cake and pastry chain (Chateraise) with extensive HK presence, known for affordable premium cakes and desserts",poi,medium
mexican-food,手撕肉粟米片,墨西哥菜,"Mexican cuisine including tacos, burritos, and quesadillas, a growing food trend in HK's dining scene",fnb,low
cheese,芝士拼盤,芝士,"Broad cheese category from processed cheese in HK-style dishes to artisanal cheeses in Western restaurants and gourmet shops, an increasingly important HK ingredient",fnb,high
mexican-food,nachos,墨西哥菜,"Mexican cuisine including tacos, burritos, and quesadillas, a growing food trend in HK's dining scene",fnb,low
cheese,Camembert,芝士,"Broad cheese category from processed cheese in HK-style dishes to artisanal cheeses in Western restaurants and gourmet shops, an increasingly important HK ingredient",fnb,high
tofu-malabar-spinach-fish-soup,豆腐潺菜豬肉魚湯,豆腐潺菜豬肉魚湯,"HK home-style soup with tofu, Malabar spinach, pork and fish, a nourishing Cantonese family dish",fnb,high
fish-sauce-okra-minced-pork,魚露肉碎炒秋葵,魚露肉碎炒秋葵,"Stir-fried okra with minced pork in fish sauce, a popular HK home-style and Thai-influenced dish",fnb,high
pan-fried-fish-steak,煎魚扒,煎魚扒,"Pan-fried fish fillet/steak, a common HK home-cooking and Western restaurant main dish",fnb,low
afternoon-tea,蜜瓜主題下午茶,下午茶,"British-style afternoon tea service with finger sandwiches, scones, and pastries, popular HK hotel and cafe offering",fnb,low
birds-nest-crab-soba,燕窩蟹肉蕎麥冷麵,燕窩蟹肉蕎麥冷麵,"Luxury cold soba noodles with bird's nest and crab meat, a premium HK hotel afternoon tea dish",fnb,high
afternoon-tea,high tea,下午茶,"British-style afternoon tea service with finger sandwiches, scones, and pastries, popular HK hotel and cafe offering",fnb,low
afternoon-tea,香港下午茶,下午茶,"British-style afternoon tea service with finger sandwiches, scones, and pastries, popular HK hotel and cafe offering",fnb,low
afternoon-tea,HotelAfternoonTea,下午茶,"British-style afternoon tea service with finger sandwiches, scones, and pastries, popular HK hotel and cafe offering",fnb,low
afternoon-tea,下午茶自助餐,下午茶,"British-style afternoon tea service with finger sandwiches, scones, and pastries, popular HK hotel and cafe offering",fnb,low
afternoon-tea,蜜瓜下午茶,下午茶,"British-style afternoon tea service with finger sandwiches, scones, and pastries, popular HK hotel and cafe offering",fnb,low
vietnamese-food,越南粉,越南菜,"Vietnamese cuisine featuring pho, banh mi, and spring rolls, well-established in HK with numerous casual and mid-range restaurants",fnb,low
mantis-shrimp-noodle-soup,瀨尿蝦湯粉,瀨尿蝦湯粉,"Vietnamese-style noodle soup with mantis shrimp (瀨尿蝦), a trending HK Vietnamese restaurant specialty",fnb,high
vietnamese-coffee,越式咖啡,越式咖啡,"Vietnamese-style drip coffee with condensed milk (cà phê sữa đá), popular in HK Vietnamese restaurants",fnb,high
vietnamese-food,越南生牛河,越南菜,"Vietnamese cuisine featuring pho, banh mi, and spring rolls, well-established in HK with numerous casual and mid-range restaurants",fnb,low
vietnamese-food,pho,越南菜,"Vietnamese cuisine featuring pho, banh mi, and spring rolls, well-established in HK with numerous casual and mid-range restaurants",fnb,low
banh-mi,法包,越南法包,"Vietnamese baguette sandwich filled with meats, pickled vegetables, and herbs, increasingly popular in HK",fnb,high
vietnamese-food,越南美食,越南菜,"Vietnamese cuisine featuring pho, banh mi, and spring rolls, well-established in HK with numerous casual and mid-range restaurants",fnb,low
hk-fried-chicken,脆香雞翼,香港炸雞,"Hong Kong fried chicken scene including Korean-style, Taiwanese-style, and local Cantonese fried chicken, a competitive F&B category",fnb,low
hk-mcdonalds,蜜糖BBQ麥炸雞,香港麥當勞,"McDonald's fast food chain in Hong Kong, known for localized menu items like Shake Shake Fries",poi,medium
apple-pie,蘋果批,蘋果批,"Apple pie, a popular dessert item in HK fast food restaurants and bakeries, notably McDonald's fried apple pie",fnb,low
vietnamese-food,Viet,越南菜,"Vietnamese cuisine featuring pho, banh mi, and spring rolls, well-established in HK with numerous casual and mid-range restaurants",fnb,low
frozen-yogurt,乳酪,Froyo,"Soft-serve frozen yogurt (Froyo) with customizable toppings, a recurring HK dessert trend with dedicated froyo chains and cafe offerings",fnb,low
greek-yogurt,希臘乳酪,希臘乳酪,"Thick strained Greek yogurt, a popular health food and dessert base in HK cafes and supermarkets",fnb,high
mango,芒果,芒果,"Mango fruit, a dominant dessert ingredient in HK from mango pomelo sago to mango mochi and drinks",fnb,low
croffle,牛角包窩夫,牛角包窩夫,"Croissant-waffle hybrid (croffle), a viral HK cafe dessert trend where croissant dough is pressed in a waffle iron",fnb,high
ice-cream,香港雪糕,雪糕,"Frozen dessert category spanning soft serve, gelato, and novelty ice cream, a year-round HK treat with many local and international brands",fnb,high
dessert,香港甜品,甜品,"Broad dessert category covering HK-style sweets (糖水), Western pastries, and Asian confections",fnb,low
thai-food,massaman curry,泰國菜,"Thai cuisine featuring bold flavors of sweet, sour, spicy, and savory, with strong presence in HK's九龙城 district",fnb,low
thai-food,馬沙文咖喱,泰國菜,"Thai cuisine featuring bold flavors of sweet, sour, spicy, and savory, with strong presence in HK's九龙城 district",fnb,low
thai-food,冬陰功,泰國菜,"Thai cuisine featuring bold flavors of sweet, sour, spicy, and savory, with strong presence in HK's九龙城 district",fnb,low
thai-food,tom yum,泰國菜,"Thai cuisine featuring bold flavors of sweet, sour, spicy, and savory, with strong presence in HK's九龙城 district",fnb,low
siu-mei,燒鵝,燒味,"Cantonese roasted meats (燒味) including char siu, roast duck, and crispy pork belly, a cornerstone of HK everyday dining",fnb,high
fat-j-char-siu,發達叉燒,發達叉燒,Popular HK char siu specialty shop (Fat J / 發達叉燒) in Wan Chai known for premium roast pork with long queues,poi,medium
oysters,酥炸生蠔,生蠔,"Fresh oysters served raw or cooked, a popular HK seafood item from buffet spreads to specialty oyster bars",fnb,high
sakura-shrimp-hotpot,櫻花蝦濃湯鍋,櫻花蝦濃湯鍋,"Taiwanese-style hotpot with sakura shrimp-rich broth, a trending HK hotpot restaurant soup base",fnb,high
seafood,海鮮盆,海鮮,"Broad seafood category central to HK cuisine, from live seafood restaurants in Sai Kung to street-level fish ball stalls",fnb,high
hand-shaken-drinks,珍珠芋圓奶茶,手搖飲品,"Hand-shaken beverage category (手搖飲品) including bubble tea, fruit teas, and specialty drinks, dominated by Taiwanese-inspired chains in HK",fnb,low
hand-shaken-drinks,沙冰,手搖飲品,"Hand-shaken beverage category (手搖飲品) including bubble tea, fruit teas, and specialty drinks, dominated by Taiwanese-inspired chains in HK",fnb,low
hk-buffet,火鍋放題,放題,"All-you-can-eat buffet dining format (放題) hugely popular in HK, ranging from Japanese to hotpot to international spreads",fnb,low
souffle-pancake,梳乎厘班戟,梳乎厘班戟,"Japanese-style fluffy soufflé pancakes, a massively popular HK cafe and dessert trend with dedicated specialty shops",fnb,high
phi-coffee-pancake,phicoffeeandpancake,PHI Coffee & Pancake,"Popular HK cafe chain known for soufflé pancakes, coffee and all-day dining with multiple locations",poi,medium
oysters,生蠔拼盤,生蠔,"Fresh oysters served raw or cooked, a popular HK seafood item from buffet spreads to specialty oyster bars",fnb,high
salt-grilled-eel,鹽燒白鱔,鹽燒白鱔,"Japanese-style salt-grilled freshwater eel (unagi/shioyaki), a premium HK izakaya and Japanese restaurant dish",fnb,high
beef-tongue,炭燒和牛牛脷,牛舌,"Grilled or braised beef tongue, a delicacy in Japanese yakiniku and Western cuisine, popular in HK izakayas and steakhouses",fnb,high
saboten,saboten,Saboten,Japanese tonkatsu (pork cutlet) restaurant chain (Saboten/勝博殿) with HK locations,poi,medium
american-grill,bbqsteak,American Grill,"American-style grilled food concept featuring steaks, burgers, and barbecue, popular in HK's Western dining scene",fnb,low
pasta,truffle salsiccia,意粉,"Italian-style noodles in various shapes and sauces, one of the most common Western food categories in HK from casual to fine dining",fnb,high
pasta,松露香腸,意粉,"Italian-style noodles in various shapes and sauces, one of the most common Western food categories in HK from casual to fine dining",fnb,high
french-food,法式血鴨,法國菜,"French cuisine, from casual bistro fare to haute cuisine, well-represented in HK's dining scene",fnb,low
french-food,canard à la presse,法國菜,"French cuisine, from casual bistro fare to haute cuisine, well-represented in HK's dining scene",fnb,low
roast-pigeon,烤鴨,乳鴿,"Cantonese roasted whole young pigeon (乳鴿) with crispy skin and tender meat, a signature HK restaurant dish especially in Shatin and New Territories",fnb,high
indian-cuisine,indiafood,印度菜,"Indian cuisine ranging from North Indian curries to South Indian dosas, with a long-established HK presence",fnb,low
hk-palmier,cookies,香港蝴蝶酥,"HK-style butterfly palmier pastry (蝴蝶酥), a caramelized puff pastry cookie that has become an iconic local souvenir",fnb,high
granola,granola,Granola,"Toasted muesli/granola cereal, a popular HK cafe and health food breakfast item",fnb,low
cookies-quartet,牛油曲奇,曲奇四重奏,"Popular HK bakery chain (曲奇四重奏) known for premium butterfly palmiers and butter cookies, a go-to souvenir brand",poi,medium
bakehouse-hk,bakehouse,Bakehouse,"Iconic HK artisan bakery chain known for sourdough egg tarts, pastries and bread, with perpetual queues at multiple locations",poi,medium
dim-sum,dim sum,點心,"Traditional Cantonese small plates served in bamboo steamers, the quintessential HK dining experience from breakfast to lunch",fnb,high
dim-sum,菜苗餃,點心,"Traditional Cantonese small plates served in bamboo steamers, the quintessential HK dining experience from breakfast to lunch",fnb,high
beef-tongue,beeftongue,牛舌,"Grilled or braised beef tongue, a delicacy in Japanese yakiniku and Western cuisine, popular in HK izakayas and steakhouses",fnb,high
congee,粥,粥,"Chinese rice porridge (congee/粥), a staple HK comfort food from plain congee to preserved egg and pork congee",fnb,high
trusty-congee-king,TrustyCongeeKing,Trusty Congee King,Popular HK congee specialty shop chain (靠得住粥麵) known for quality Cantonese congee and noodles,poi,medium
fusion-cuisine,意大利亞洲融合菜,Fusion菜,"Culinary approach blending elements from different food traditions, a defining characteristic of contemporary HK dining",fnb,low
mexican-food,octopus tacos,墨西哥菜,"Mexican cuisine including tacos, burritos, and quesadillas, a growing food trend in HK's dining scene",fnb,low
mexican-food,章魚taco,墨西哥菜,"Mexican cuisine including tacos, burritos, and quesadillas, a growing food trend in HK's dining scene",fnb,low
kimchi,泡菜,泡菜,"Korean fermented vegetables (kimchi), a ubiquitous side dish and ingredient in HK Korean restaurants and fusion cuisine",fnb,high
broccolini,broccolini,Broccolini,"Tender-stem broccoli, a popular vegetable side dish in HK Western and fusion restaurants",fnb,low
egg-pancake,台式蛋餅,蛋餅,"Taiwanese-style egg crepe (蛋餅) with various fillings, a popular breakfast and snack item trending in HK's Taiwanese food scene",fnb,high
hak-bou-siu-hong,黑布小巷,黑布小巷,Trending HK Taiwanese-style eatery in Lai Chi Kok known for egg pancakes (蛋餅) and Taiwanese snacks,poi,medium
wagyu-burger,和牛漢堡扒,和牛漢堡,"Premium burger made with Japanese wagyu beef patties, a popular gourmet burger offering in HK's upscale casual dining scene",fnb,low
meat-rice-hamburg,肉肉大米,肉肉大米,"Japanese-style hamburg steak rice bowl chain (肉肉大米) popular in HK and mainland China, known for wagyu beef patty rice",poi,medium
wagyu-burger,WagyuBeefPatty,和牛漢堡,"Premium burger made with Japanese wagyu beef patties, a popular gourmet burger offering in HK's upscale casual dining scene",fnb,low
seafood,三文魚蝦沙律,海鮮,"Broad seafood category central to HK cuisine, from live seafood restaurants in Sai Kung to street-level fish ball stalls",fnb,high
pizza,菠蘿pizza,Pizza,"Italian-style flatbread with toppings, widely available in HK from international chains to artisanal Neapolitan pizzerias",fnb,high
theme-restaurant,Miffy主題餐廳,主題餐廳,"Themed dining venues (主題餐廳) in HK ranging from cartoon character cafes to immersive experience restaurants, popular for special occasions and social media",fnb,low
oyster-omelette,蠔餅,蠔餅,"HK-style crispy oyster omelette/pancake (蠔餅), a popular street food and dai pai dong dish",fnb,high
specialty-coffee,roastery,精品咖啡,"High-quality artisanal coffee culture, including pour-over, single-origin beans, and third-wave coffee shops",fnb,high
specialty-coffee,coffeeart,精品咖啡,"High-quality artisanal coffee culture, including pour-over, single-origin beans, and third-wave coffee shops",fnb,high
sandwich,三文治,三文治,"Sandwich, a staple HK cafe and cha chaan teng item from egg sandwiches to club sandwiches",fnb,low
dai-gap-faan,大鴿飯,大鴿飯,"Popular Guangzhou-based roast pigeon specialty restaurant chain (大鴿飯), known to HK diners who visit the mainland",poi,medium
yardbird-hk,yardbird,Yardbird,"Internationally renowned HK yakitori restaurant in Sheung Wan, famous for chicken skewers and awarded global recognition",poi,medium
waffles-hk,原味雞蛋仔,窩夫,"Hong Kong-style waffles, including egg waffles (雞蛋仔) and griddled waffles (格仔餅)",fnb,high
seaweed-rice-roll,紫菜飯卷,紫菜卷飯,"Korean-style seaweed rice rolls (kimbap/gimbap), popular HK street food and lunch item",fnb,high
hk-fried-chicken,甜辣炸雞,香港炸雞,"Hong Kong fried chicken scene including Korean-style, Taiwanese-style, and local Cantonese fried chicken, a competitive F&B category",fnb,low
hk-fried-chicken,韓式炸雞,香港炸雞,"Hong Kong fried chicken scene including Korean-style, Taiwanese-style, and local Cantonese fried chicken, a competitive F&B category",fnb,low
bread,麵包,麵包,Bread and baked goods staple in HK bakeries and cha chaan teng,fnb,low
fairwood,大快活,大快活,Major HK fast food chain Fairwood affordable local dishes,poi,medium
iced-sweet-sour-pork,冰鎮咕嚕肉,冰鎮咕嚕肉,Iced sweet and sour pork creative Cantonese dish,fnb,high
